 I    | PH(0 0), PH(0 1), PH(1 0), PH(1 1)  | PR(0 0), PR(0 1), PR(1 0), PR(1 1)  | AH(0), AH(1)  | AR(0), AR(1)
947|6.10095,0.252823,0.252823,0.0175173 | 7.79953,0.405347,0.405347,0.0315717 | -0.178977,-0.0167037 | -0.805299,-0.0837428
948|6.10117,0.25283,0.25283,0.017517 | 7.80019,0.405387,0.405387,0.0315739 | -0.178766,-0.0166831 | -0.804876,-0.0836916
949|6.10138,0.252837,0.252837,0.0175167 | 7.80085,0.405428,0.405428,0.0315761 | -0.178554,-0.0166625 | -0.804454,-0.0836405
950|6.1016,0.252844,0.252844,0.0175164 | 7.8015,0.405468,0.405468,0.0315783 | -0.178342,-0.0166418 | -0.804033,-0.0835895
951|6.10181,0.252851,0.252851,0.0175161 | 7.80216,0.405509,0.405509,0.0315806 | -0.17813,-0.0166212 | -0.803612,-0.0835385
952|6.10202,0.252858,0.252858,0.0175158 | 7.80281,0.40555,0.40555,0.0315828 | -0.177918,-0.0166006 | -0.803192,-0.0834876
953|6.10224,0.252864,0.252864,0.0175154 | 7.80346,0.40559,0.40559,0.031585 | -0.177705,-0.0165799 | -0.802772,-0.0834368
954|6.10245,0.252871,0.252871,0.0175151 | 7.80411,0.40563,0.40563,0.0315872 | -0.177492,-0.0165593 | -0.802353,-0.083386
955|6.10266,0.252878,0.252878,0.0175147 | 7.80476,0.405671,0.405671,0.0315894 | -0.177279,-0.0165386 | -0.801934,-0.0833353
956|6.10286,0.252884,0.252884,0.0175143 | 7.80541,0.405711,0.405711,0.0315916 | -0.177066,-0.016518 | -0.801515,-0.0832847
957|6.10307,0.25289,0.25289,0.0175139 | 7.80606,0.405752,0.405752,0.0315939 | -0.176852,-0.0164973 | -0.801098,-0.0832342
958|6.10328,0.252897,0.252897,0.0175135 | 7.80671,0.405792,0.405792,0.0315961 | -0.176638,-0.0164767 | -0.80068,-0.0831837
959|6.10349,0.252903,0.252903,0.0175131 | 7.80735,0.405832,0.405832,0.0315983 | -0.176424,-0.016456 | -0.800264,-0.0831333
960|6.10369,0.252909,0.252909,0.0175127 | 7.808,0.405873,0.405873,0.0316006 | -0.17621,-0.0164354 | -0.799848,-0.083083
961|6.10389,0.252915,0.252915,0.0175123 | 7.80864,0.405913,0.405913,0.0316028 | -0.175995,-0.0164147 | -0.799432,-0.0830327
962|6.1041,0.252921,0.252921,0.0175119 | 7.80929,0.405953,0.405953,0.0316051 | -0.175781,-0.016394 | -0.799017,-0.0829825
963|6.1043,0.252927,0.252927,0.0175114 | 7.80993,0.405993,0.405993,0.0316073 | -0.175566,-0.0163734 | -0.798603,-0.0829324
964|6.1045,0.252932,0.252932,0.017511 | 7.81057,0.406033,0.406033,0.0316096 | -0.175351,-0.0163527 | -0.798189,-0.0828824
965|6.1047,0.252938,0.252938,0.0175105 | 7.81121,0.406073,0.406073,0.0316118 | -0.175135,-0.016332 | -0.797776,-0.0828324
966|6.1049,0.252943,0.252943,0.01751 | 7.81185,0.406114,0.406114,0.0316141 | -0.17492,-0.0163114 | -0.797364,-0.0827825
967|6.1051,0.252949,0.252949,0.0175095 | 7.81249,0.406154,0.406154,0.0316164 | -0.174704,-0.0162907 | -0.796952,-0.0827327
968|6.10529,0.252954,0.252954,0.017509 | 7.81313,0.406194,0.406194,0.0316187 | -0.174488,-0.01627 | -0.796541,-0.082683
969|6.10549,0.252959,0.252959,0.0175085 | 7.81377,0.406234,0.406234,0.0316209 | -0.174272,-0.0162494 | -0.79613,-0.0826333
970|6.10568,0.252964,0.252964,0.017508 | 7.8144,0.406274,0.406274,0.0316232 | -0.174055,-0.0162287 | -0.79572,-0.0825837
971|6.10588,0.252969,0.252969,0.0175074 | 7.81504,0.406314,0.406314,0.0316255 | -0.173839,-0.0162081 | -0.795311,-0.0825342
972|6.10607,0.252974,0.252974,0.0175069 | 7.81567,0.406354,0.406354,0.0316278 | -0.173622,-0.0161874 | -0.794902,-0.0824848
973|6.10626,0.252978,0.252978,0.0175063 | 7.81631,0.406394,0.406394,0.0316301 | -0.173405,-0.0161667 | -0.794494,-0.0824355
974|6.10645,0.252983,0.252983,0.0175058 | 7.81694,0.406434,0.406434,0.0316325 | -0.173188,-0.0161461 | -0.794087,-0.0823862
975|6.10664,0.252987,0.252987,0.0175052 | 7.81757,0.406474,0.406474,0.0316348 | -0.172971,-0.0161254 | -0.793681,-0.082337
976|6.10682,0.252992,0.252992,0.0175046 | 7.81821,0.406514,0.406514,0.0316371 | -0.172753,-0.0161048 | -0.793275,-0.0822879
977|6.10701,0.252996,0.252996,0.017504 | 7.81884,0.406554,0.406554,0.0316394 | -0.172535,-0.0160841 | -0.79287,-0.0822388
978|6.1072,0.253,0.253,0.0175033 | 7.81947,0.406594,0.406594,0.0316418 | -0.172317,-0.0160635 | -0.792465,-0.0821899
979|6.10738,0.253004,0.253004,0.0175027 | 7.8201,0.406634,0.406634,0.0316441 | -0.172099,-0.0160428 | -0.792062,-0.082141
980|6.10756,0.253007,0.253007,0.017502 | 7.82073,0.406674,0.406674,0.0316465 | -0.171881,-0.0160222 | -0.791659,-0.0820922
981|6.10774,0.253011,0.253011,0.0175013 | 7.82135,0.406714,0.406714,0.0316488 | -0.171663,-0.0160016 | -0.791257,-0.0820435
982|6.10792,0.253014,0.253014,0.0175007 | 7.82198,0.406754,0.406754,0.0316512 | -0.171444,-0.015981 | -0.790855,-0.0819948
983|6.1081,0.253018,0.253018,0.0175 | 7.82261,0.406794,0.406794,0.0316536 | -0.171225,-0.0159603 | -0.790454,-0.0819463
984|6.10827,0.253021,0.253021,0.0174992 | 7.82323,0.406834,0.406834,0.031656 | -0.171006,-0.0159397 | -0.790055,-0.0818978
985|6.10845,0.253024,0.253024,0.0174985 | 7.82386,0.406874,0.406874,0.0316584 | -0.170787,-0.0159191 | -0.789656,-0.0818494
986|6.10862,0.253027,0.253027,0.0174978 | 7.82448,0.406914,0.406914,0.0316608 | -0.170568,-0.0158985 | -0.789257,-0.0818011
987|6.1088,0.253029,0.253029,0.017497 | 7.82511,0.406954,0.406954,0.0316632 | -0.170348,-0.0158779 | -0.78886,-0.0817528
988|6.10897,0.253032,0.253032,0.0174962 | 7.82573,0.406994,0.406994,0.0316656 | -0.170129,-0.0158574 | -0.788463,-0.0817047
989|6.10913,0.253034,0.253034,0.0174954 | 7.82636,0.407035,0.407035,0.031668 | -0.169909,-0.0158368 | -0.788067,-0.0816566
990|6.1093,0.253037,0.253037,0.0174946 | 7.82698,0.407075,0.407075,0.0316705 | -0.169689,-0.0158162 | -0.787672,-0.0816086
991|6.10947,0.253039,0.253039,0.0174938 | 7.8276,0.407115,0.407115,0.0316729 | -0.169469,-0.0157957 | -0.787278,-0.0815607
992|6.10963,0.253041,0.253041,0.0174929 | 7.82822,0.407155,0.407155,0.0316754 | -0.169249,-0.0157751 | -0.786885,-0.0815129
993|6.10979,0.253042,0.253042,0.017492 | 7.82884,0.407195,0.407195,0.0316779 | -0.169029,-0.0157546 | -0.786492,-0.0814651
994|6.10996,0.253044,0.253044,0.0174912 | 7.82946,0.407235,0.407235,0.0316804 | -0.168809,-0.0157341 | -0.7861,-0.0814175
995|6.11011,0.253045,0.253045,0.0174902 | 7.83008,0.407276,0.407276,0.0316829 | -0.168588,-0.0157136 | -0.78571,-0.0813699
996|6.11027,0.253046,0.253046,0.0174893 | 7.8307,0.407316,0.407316,0.0316854 | -0.168368,-0.0156931 | -0.78532,-0.0813224
997|6.11043,0.253047,0.253047,0.0174884 | 7.83132,0.407356,0.407356,0.0316879 | -0.168147,-0.0156726 | -0.784931,-0.081275
998|6.11058,0.253048,0.253048,0.0174874 | 7.83194,0.407397,0.407397,0.0316904 | -0.167926,-0.0156521 | -0.784543,-0.0812277
999|6.11073,0.253049,0.253049,0.0174864 | 7.83256,0.407437,0.407437,0.031693 | -0.167705,-0.0156317 | -0.784155,-0.0811804
1000|6.11088,0.253049,0.253049,0.0174854 | 7.83318,0.407478,0.407478,0.0316955 | -0.167484,-0.0156112 | -0.783769,-0.0811333
1001|6.11103,0.253049,0.253049,0.0174844 | 7.83379,0.407518,0.407518,0.0316981 | -0.167263,-0.0155908 | -0.783383,-0.0810862
1002|6.11118,0.253049,0.253049,0.0174834 | 7.83441,0.407559,0.407559,0.0317007 | -0.167042,-0.0155704 | -0.782999,-0.0810392
1003|6.11132,0.253049,0.253049,0.0174823 | 7.83503,0.407599,0.407599,0.0317033 | -0.166821,-0.01555 | -0.782615,-0.0809923
1004|6.11146,0.253049,0.253049,0.0174812 | 7.83564,0.40764,0.40764,0.0317059 | -0.1666,-0.0155296 | -0.782233,-0.0809455
1005|6.1116,0.253048,0.253048,0.0174801 | 7.83626,0.407681,0.407681,0.0317085 | -0.166378,-0.0155093 | -0.781851,-0.0808988
1006|6.11174,0.253047,0.253047,0.017479 | 7.83688,0.407721,0.407721,0.0317111 | -0.166157,-0.0154889 | -0.78147,-0.0808521
1007|6.11188,0.253046,0.253046,0.0174779 | 7.83749,0.407762,0.407762,0.0317138 | -0.165935,-0.0154686 | -0.78109,-0.0808055
1008|6.11201,0.253045,0.253045,0.0174767 | 7.83811,0.407803,0.407803,0.0317165 | -0.165714,-0.0154483 | -0.780712,-0.080759
1009|6.11214,0.253044,0.253044,0.0174755 | 7.83872,0.407844,0.407844,0.0317191 | -0.165492,-0.015428 | -0.780334,-0.0807126
1010|6.11227,0.253042,0.253042,0.0174743 | 7.83934,0.407885,0.407885,0.0317218 | -0.165271,-0.0154078 | -0.779957,-0.0806663
1011|6.1124,0.25304,0.25304,0.0174731 | 7.83995,0.407926,0.407926,0.0317246 | -0.165049,-0.0153875 | -0.779581,-0.0806201
1012|6.11253,0.253038,0.253038,0.0174718 | 7.84057,0.407967,0.407967,0.0317273 | -0.164827,-0.0153673 | -0.779206,-0.080574
1013|6.11265,0.253036,0.253036,0.0174705 | 7.84118,0.408009,0.408009,0.03173 | -0.164606,-0.0153471 | -0.778832,-0.0805279
1014|6.11277,0.253033,0.253033,0.0174692 | 7.8418,0.40805,0.40805,0.0317328 | -0.164384,-0.015327 | -0.778459,-0.0804819
1015|6.11289,0.25303,0.25303,0.0174679 | 7.84241,0.408092,0.408092,0.0317356 | -0.164162,-0.0153068 | -0.778087,-0.080436
1016|6.113,0.253027,0.253027,0.0174665 | 7.84303,0.408133,0.408133,0.0317384 | -0.16394,-0.0152867 | -0.777716,-0.0803902
1017|6.11312,0.253024,0.253024,0.0174652 | 7.84365,0.408175,0.408175,0.0317412 | -0.163718,-0.0152666 | -0.777346,-0.0803445
1018|6.11323,0.25302,0.25302,0.0174638 | 7.84426,0.408216,0.408216,0.031744 | -0.163497,-0.0152465 | -0.776978,-0.0802988
1019|6.11333,0.253016,0.253016,0.0174623 | 7.84488,0.408258,0.408258,0.0317469 | -0.163275,-0.0152265 | -0.77661,-0.0802533
1020|6.11344,0.253012,0.253012,0.0174609 | 7.84549,0.4083,0.4083,0.0317498 | -0.163053,-0.0152064 | -0.776243,-0.0802078
1021|6.11354,0.253007,0.253007,0.0174594 | 7.84611,0.408342,0.408342,0.0317526 | -0.162831,-0.0151865 | -0.775878,-0.0801624
1022|6.11364,0.253003,0.253003,0.0174579 | 7.84672,0.408384,0.408384,0.0317556 | -0.16261,-0.0151665 | -0.775513,-0.0801171
1023|6.11374,0.252998,0.252998,0.0174563 | 7.84734,0.408427,0.408427,0.0317585 | -0.162388,-0.0151466 | -0.775149,-0.0800719
1024|6.11383,0.252992,0.252992,0.0174548 | 7.84795,0.408469,0.408469,0.0317614 | -0.162166,-0.0151267 | -0.774787,-0.0800268
1025|6.11393,0.252987,0.252987,0.0174532 | 7.84857,0.408512,0.408512,0.0317644 | -0.161945,-0.0151068 | -0.774425,-0.0799817
1026|6.11401,0.252981,0.252981,0.0174515 | 7.84919,0.408554,0.408554,0.0317674 | -0.161723,-0.0150869 | -0.774065,-0.0799367
1027|6.1141,0.252975,0.252975,0.0174499 | 7.8498,0.408597,0.408597,0.0317704 | -0.161502,-0.0150671 | -0.773706,-0.0798918
1028|6.11418,0.252969,0.252969,0.0174482 | 7.85042,0.40864,0.40864,0.0317735 | -0.161281,-0.0150474 | -0.773348,-0.079847
1029|6.11426,0.252962,0.252962,0.0174465 | 7.85104,0.408683,0.408683,0.0317765 | -0.161059,-0.0150276 | -0.772991,-0.0798023
1030|6.11434,0.252955,0.252955,0.0174448 | 7.85166,0.408726,0.408726,0.0317796 | -0.160838,-0.0150079 | -0.772635,-0.0797576
1031|6.11441,0.252947,0.252947,0.017443 | 7.85228,0.40877,0.40877,0.0317827 | -0.160617,-0.0149883 | -0.77228,-0.0797131
1032|6.11448,0.25294,0.25294,0.0174412 | 7.8529,0.408813,0.408813,0.0317859 | -0.160396,-0.0149686 | -0.771926,-0.0796686
1033|6.11455,0.252932,0.252932,0.0174394 | 7.85352,0.408857,0.408857,0.031789 | -0.160175,-0.014949 | -0.771574,-0.0796242
1034|6.11461,0.252923,0.252923,0.0174375 | 7.85414,0.4089,0.4089,0.0317922 | -0.159954,-0.0149295 | -0.771222,-0.0795798
1035|6.11467,0.252915,0.252915,0.0174356 | 7.85476,0.408944,0.408944,0.0317954 | -0.159734,-0.01491 | -0.770872,-0.0795356
1036|6.11473,0.252906,0.252906,0.0174337 | 7.85538,0.408989,0.408989,0.0317987 | -0.159513,-0.0148905 | -0.770523,-0.0794914
1037|6.11478,0.252896,0.252896,0.0174317 | 7.85601,0.409033,0.409033,0.0318019 | -0.159293,-0.0148711 | -0.770175,-0.0794473
1038|6.11483,0.252887,0.252887,0.0174297 | 7.85663,0.409077,0.409077,0.0318052 | -0.159073,-0.0148517 | -0.769828,-0.0794033
1039|6.11488,0.252877,0.252877,0.0174277 | 7.85725,0.409122,0.409122,0.0318085 | -0.158853,-0.0148323 | -0.769482,-0.0793594
1040|6.11492,0.252866,0.252866,0.0174257 | 7.85788,0.409167,0.409167,0.0318119 | -0.158633,-0.014813 | -0.769137,-0.0793155
1041|6.11496,0.252855,0.252855,0.0174236 | 7.85851,0.409212,0.409212,0.0318152 | -0.158413,-0.0147937 | -0.768794,-0.0792718
1042|6.115,0.252844,0.252844,0.0174214 | 7.85913,0.409257,0.409257,0.0318186 | -0.158194,-0.0147745 | -0.768452,-0.0792281
1043|6.11503,0.252833,0.252833,0.0174193 | 7.85976,0.409303,0.409303,0.0318221 | -0.157974,-0.0147553 | -0.76811,-0.0791844
1044|6.11506,0.252821,0.252821,0.0174171 | 7.86039,0.409348,0.409348,0.0318255 | -0.157755,-0.0147362 | -0.76777,-0.0791409
1045|6.11508,0.252809,0.252809,0.0174148 | 7.86102,0.409394,0.409394,0.031829 | -0.157536,-0.0147171 | -0.767432,-0.0790974
1046|6.1151,0.252796,0.252796,0.0174126 | 7.86166,0.40944,0.40944,0.0318326 | -0.157318,-0.0146981 | -0.767094,-0.079054
1047|6.11511,0.252783,0.252783,0.0174103 | 7.86229,0.409487,0.409487,0.0318361 | -0.157099,-0.0146791 | -0.766758,-0.0790107
1048|6.11513,0.25277,0.25277,0.0174079 | 7.86292,0.409533,0.409533,0.0318397 | -0.156881,-0.0146602 | -0.766422,-0.0789674
1049|6.11513,0.252756,0.252756,0.0174055 | 7.86356,0.40958,0.40958,0.0318433 | -0.156663,-0.0146413 | -0.766088,-0.0789242
1050|6.11514,0.252742,0.252742,0.0174031 | 7.8642,0.409627,0.409627,0.031847 | -0.156445,-0.0146225 | -0.765755,-0.0788811
1051|6.11513,0.252727,0.252727,0.0174007 | 7.86484,0.409675,0.409675,0.0318507 | -0.156228,-0.0146037 | -0.765423,-0.0788381
1052|6.11513,0.252712,0.252712,0.0173982 | 7.86548,0.409722,0.409722,0.0318544 | -0.156011,-0.014585 | -0.765093,-0.0787951
1053|6.11512,0.252696,0.252696,0.0173956 | 7.86612,0.40977,0.40977,0.0318581 | -0.155794,-0.0145664 | -0.764763,-0.0787522
1054|6.1151,0.25268,0.25268,0.0173931 | 7.86676,0.409818,0.409818,0.0318619 | -0.155577,-0.0145478 | -0.764435,-0.0787093
1055|6.11508,0.252664,0.252664,0.0173904 | 7.86741,0.409866,0.409866,0.0318658 | -0.155361,-0.0145292 | -0.764108,-0.0786666
1056|6.11506,0.252647,0.252647,0.0173878 | 7.86805,0.409915,0.409915,0.0318696 | -0.155145,-0.0145107 | -0.763782,-0.0786239
1057|6.11503,0.25263,0.25263,0.0173851 | 7.8687,0.409964,0.409964,0.0318735 | -0.154929,-0.0144923 | -0.763458,-0.0785812
1058|6.115,0.252612,0.252612,0.0173824 | 7.86935,0.410013,0.410013,0.0318775 | -0.154714,-0.014474 | -0.763134,-0.0785386
1059|6.11496,0.252594,0.252594,0.0173796 | 7.87001,0.410063,0.410063,0.0318815 | -0.154499,-0.0144557 | -0.762812,-0.0784961
1060|6.11491,0.252575,0.252575,0.0173768 | 7.87066,0.410113,0.410113,0.0318855 | -0.154284,-0.0144374 | -0.762491,-0.0784537
1061|6.11487,0.252556,0.252556,0.0173739 | 7.87132,0.410163,0.410163,0.0318895 | -0.15407,-0.0144192 | -0.762171,-0.0784113
1062|6.11481,0.252537,0.252537,0.017371 | 7.87198,0.410213,0.410213,0.0318937 | -0.153856,-0.0144011 | -0.761852,-0.078369
1063|6.11475,0.252517,0.252517,0.0173681 | 7.87264,0.410264,0.410264,0.0318978 | -0.153643,-0.0143831 | -0.761535,-0.0783267
1064|6.11469,0.252496,0.252496,0.0173651 | 7.8733,0.410315,0.410315,0.031902 | -0.15343,-0.0143651 | -0.761219,-0.0782845
1065|6.11462,0.252475,0.252475,0.017362 | 7.87397,0.410367,0.410367,0.0319062 | -0.153217,-0.0143472 | -0.760904,-0.0782424
1066|6.11455,0.252454,0.252454,0.0173589 | 7.87464,0.410419,0.410419,0.0319105 | -0.153005,-0.0143294 | -0.76059,-0.0782003
1067|6.11447,0.252432,0.252432,0.0173558 | 7.87531,0.410471,0.410471,0.0319148 | -0.152793,-0.0143116 | -0.760277,-0.0781582
1068|6.11438,0.252409,0.252409,0.0173527 | 7.87598,0.410524,0.410524,0.0319192 | -0.152582,-0.0142939 | -0.759965,-0.0781162
1069|6.11429,0.252386,0.252386,0.0173494 | 7.87666,0.410577,0.410577,0.0319236 | -0.152371,-0.0142763 | -0.759655,-0.0780743
1070|6.11419,0.252362,0.252362,0.0173462 | 7.87734,0.41063,0.41063,0.031928 | -0.152161,-0.0142588 | -0.759346,-0.0780324
1071|6.11409,0.252338,0.252338,0.0173429 | 7.87802,0.410684,0.410684,0.0319326 | -0.151951,-0.0142413 | -0.759038,-0.0779906
1072|6.11398,0.252314,0.252314,0.0173395 | 7.87871,0.410738,0.410738,0.0319371 | -0.151741,-0.0142239 | -0.758731,-0.0779488
1073|6.11387,0.252288,0.252288,0.0173361 | 7.8794,0.410793,0.410793,0.0319417 | -0.151532,-0.0142066 | -0.758425,-0.0779071
1074|6.11374,0.252263,0.252263,0.0173327 | 7.88009,0.410848,0.410848,0.0319464 | -0.151324,-0.0141893 | -0.758121,-0.0778654
1075|6.11362,0.252236,0.252236,0.0173292 | 7.88078,0.410903,0.410903,0.0319511 | -0.151116,-0.0141722 | -0.757817,-0.0778238
1076|6.11348,0.252209,0.252209,0.0173256 | 7.88148,0.410959,0.410959,0.0319558 | -0.150909,-0.0141551 | -0.757515,-0.0777822
1077|6.11334,0.252182,0.252182,0.017322 | 7.88218,0.411015,0.411015,0.0319606 | -0.150702,-0.0141381 | -0.757214,-0.0777407
1078|6.1132,0.252154,0.252154,0.0173184 | 7.88289,0.411072,0.411072,0.0319655 | -0.150496,-0.0141212 | -0.756914,-0.0776991
1079|6.11305,0.252125,0.252125,0.0173147 | 7.8836,0.411129,0.411129,0.0319704 | -0.15029,-0.0141044 | -0.756616,-0.0776577
1080|6.11289,0.252096,0.252096,0.0173109 | 7.88431,0.411187,0.411187,0.0319754 | -0.150085,-0.0140876 | -0.756318,-0.0776162
1081|6.11272,0.252067,0.252067,0.0173071 | 7.88503,0.411245,0.411245,0.0319804 | -0.149881,-0.014071 | -0.756022,-0.0775749
1082|6.11255,0.252036,0.252036,0.0173033 | 7.88575,0.411304,0.411304,0.0319855 | -0.149677,-0.0140544 | -0.755726,-0.0775335
1083|6.11237,0.252005,0.252005,0.0172994 | 7.88647,0.411363,0.411363,0.0319906 | -0.149474,-0.014038 | -0.755432,-0.0774922
1084|6.11219,0.251974,0.251974,0.0172955 | 7.8872,0.411423,0.411423,0.0319959 | -0.149271,-0.0140216 | -0.755139,-0.0774509
1085|6.11199,0.251942,0.251942,0.0172915 | 7.88793,0.411483,0.411483,0.0320011 | -0.149069,-0.0140053 | -0.754847,-0.0774096
1086|6.11179,0.251909,0.251909,0.0172874 | 7.88867,0.411544,0.411544,0.0320064 | -0.148868,-0.0139891 | -0.754556,-0.0773684
1087|6.11159,0.251875,0.251875,0.0172833 | 7.88941,0.411606,0.411606,0.0320118 | -0.148667,-0.013973 | -0.754267,-0.0773272
1088|6.11137,0.251841,0.251841,0.0172791 | 7.89016,0.411668,0.411668,0.0320173 | -0.148468,-0.013957 | -0.753978,-0.077286
1089|6.11115,0.251807,0.251807,0.0172749 | 7.89091,0.41173,0.41173,0.0320228 | -0.148268,-0.0139411 | -0.753691,-0.0772448
1090|6.11092,0.251771,0.251771,0.0172707 | 7.89167,0.411793,0.411793,0.0320284 | -0.14807,-0.0139253 | -0.753404,-0.0772037
1091|6.11069,0.251735,0.251735,0.0172663 | 7.89243,0.411857,0.411857,0.032034 | -0.147872,-0.0139096 | -0.753119,-0.0771626
1092|6.11044,0.251699,0.251699,0.017262 | 7.8932,0.411922,0.411922,0.0320397 | -0.147675,-0.013894 | -0.752834,-0.0771215
1093|6.11019,0.251662,0.251662,0.0172575 | 7.89397,0.411987,0.411987,0.0320455 | -0.147479,-0.0138785 | -0.752551,-0.0770804
1094|6.10993,0.251624,0.251624,0.0172531 | 7.89475,0.412052,0.412052,0.0320513 | -0.147284,-0.0138631 | -0.752269,-0.0770393
1095|6.10966,0.251585,0.251585,0.0172485 | 7.89553,0.412118,0.412118,0.0320572 | -0.147089,-0.0138478 | -0.751988,-0.0769983
1096|6.10939,0.251546,0.251546,0.0172439 | 7.89632,0.412185,0.412185,0.0320632 | -0.146895,-0.0138326 | -0.751707,-0.0769572
1097|6.10911,0.251506,0.251506,0.0172393 | 7.89712,0.412253,0.412253,0.0320693 | -0.146702,-0.0138175 | -0.751428,-0.0769162
1098|6.10881,0.251465,0.251465,0.0172346 | 7.89792,0.412321,0.412321,0.0320754 | -0.14651,-0.0138025 | -0.75115,-0.0768752
1099|6.10852,0.251424,0.251424,0.0172298 | 7.89872,0.41239,0.41239,0.0320816 | -0.146319,-0.0137877 | -0.750873,-0.0768342
1100|6.10821,0.251382,0.251382,0.017225 | 7.89954,0.41246,0.41246,0.0320879 | -0.146128,-0.0137729 | -0.750597,-0.0767931
1101|6.10789,0.251339,0.251339,0.0172201 | 7.90036,0.41253,0.41253,0.0320942 | -0.145939,-0.0137583 | -0.750321,-0.0767521
1102|6.10757,0.251295,0.251295,0.0172152 | 7.90118,0.412602,0.412602,0.0321007 | -0.14575,-0.0137438 | -0.750047,-0.0767111
1103|6.10723,0.251251,0.251251,0.0172102 | 7.90202,0.412674,0.412674,0.0321072 | -0.145562,-0.0137294 | -0.749774,-0.07667
1104|6.10689,0.251206,0.251206,0.0172052 | 7.90286,0.412746,0.412746,0.0321138 | -0.145375,-0.0137151 | -0.749501,-0.076629
1105|6.10654,0.251161,0.251161,0.0172001 | 7.90371,0.41282,0.41282,0.0321204 | -0.14519,-0.013701 | -0.74923,-0.076588
1106|6.10618,0.251114,0.251114,0.0171949 | 7.90456,0.412894,0.412894,0.0321272 | -0.145005,-0.0136869 | -0.748959,-0.0765469
1107|6.10582,0.251067,0.251067,0.0171897 | 7.90543,0.412969,0.412969,0.032134 | -0.144821,-0.013673 | -0.748689,-0.0765058
1108|6.10544,0.25102,0.25102,0.0171844 | 7.9063,0.413045,0.413045,0.032141 | -0.144638,-0.0136592 | -0.748421,-0.0764647
1109|6.10505,0.250971,0.250971,0.0171791 | 7.90717,0.413122,0.413122,0.032148 | -0.144455,-0.0136455 | -0.748153,-0.0764236
1110|6.10466,0.250922,0.250922,0.0171737 | 7.90806,0.4132,0.4132,0.0321551 | -0.144274,-0.013632 | -0.747885,-0.0763825
1111|6.10425,0.250872,0.250872,0.0171683 | 7.90896,0.413279,0.413279,0.0321623 | -0.144094,-0.0136186 | -0.747619,-0.0763414
1112|6.10384,0.250821,0.250821,0.0171628 | 7.90986,0.413358,0.413358,0.0321695 | -0.143916,-0.0136053 | -0.747354,-0.0763002
1113|6.10342,0.250769,0.250769,0.0171572 | 7.91077,0.413439,0.413439,0.0321769 | -0.143738,-0.0135921 | -0.747089,-0.076259
1114|6.10298,0.250717,0.250717,0.0171516 | 7.91169,0.41352,0.41352,0.0321844 | -0.143561,-0.0135791 | -0.746825,-0.0762177
1115|6.10254,0.250664,0.250664,0.0171459 | 7.91262,0.413602,0.413602,0.0321919 | -0.143385,-0.0135662 | -0.746562,-0.0761765
1116|6.10209,0.25061,0.25061,0.0171402 | 7.91356,0.413686,0.413686,0.0321996 | -0.14321,-0.0135535 | -0.746299,-0.0761352
1117|6.10163,0.250555,0.250555,0.0171344 | 7.91451,0.41377,0.41377,0.0322073 | -0.143037,-0.0135409 | -0.746037,-0.0760938
1118|6.10116,0.2505,0.2505,0.0171285 | 7.91547,0.413855,0.413855,0.0322152 | -0.142865,-0.0135284 | -0.745776,-0.0760524
1119|6.10068,0.250444,0.250444,0.0171226 | 7.91644,0.413942,0.413942,0.0322231 | -0.142693,-0.013516 | -0.745516,-0.076011
1120|6.10019,0.250387,0.250387,0.0171166 | 7.91742,0.414029,0.414029,0.0322312 | -0.142523,-0.0135038 | -0.745256,-0.0759695
1121|6.09969,0.250329,0.250329,0.0171106 | 7.91841,0.414118,0.414118,0.0322393 | -0.142354,-0.0134918 | -0.744997,-0.075928
1122|6.09918,0.250271,0.250271,0.0171045 | 7.91941,0.414207,0.414207,0.0322476 | -0.142187,-0.0134799 | -0.744739,-0.0758864
1123|6.09865,0.250211,0.250211,0.0170984 | 7.92042,0.414298,0.414298,0.0322559 | -0.14202,-0.0134681 | -0.744481,-0.0758447
1124|6.09812,0.250151,0.250151,0.0170922 | 7.92145,0.41439,0.41439,0.0322644 | -0.141855,-0.0134565 | -0.744224,-0.075803
